"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85"
"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,4,1,1,3,2,5,3,NA,5,5,6,7,5,4,5,4,9,6,7,5,4,10,5,9,3,7,9,8,5,7,13,6,10,11,8,9,11,11,12,10,8,3,4,7,7,NA
"2000",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,3,3,1,5,4,4,2,7,6,6,4,5,5,6,7,7,11,6,10,8,4,7,5,2,3,5,5,6,9,6,8,6,12,5,16,11,7,10,5,8,7,8,9,4,4,2
"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,3,2,2,2,4,3,2,NA,3,5,4,1,4,4,7,4,8,5,5,5,4,3,6,10,10,2,3,12,8,4,9,8,8,7,7,11,9,7,7,13,9,10,12,9,8,6,7,9,4,3,3
"2002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,1,2,1,NA,1,NA,1,3,3,1,4,5,NA,3,1,NA,3,3,3,3,4,3,3,1,5,7,8,12,8,6,7,6,13,5,7,8,10,8,3,9,1,11,7,7,8,5,15,10,9,6,14,8,8,4,10,9,5,2,5
"2003",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,1,NA,NA,1,2,NA,NA,1,2,NA,2,NA,NA,1,4,2,4,3,5,6,4,3,1,4,6,9,1,5,10,6,5,4,11,10,6,16,9,7,10,7,9,13,6,6,8,14,13,6,7,8,10,7,13,12,4,5,8,6,3,3
"2004",NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,2,NA,1,1,2,NA,1,NA,1,3,2,3,4,5,3,4,2,3,4,7,10,6,7,5,5,5,11,6,9,9,12,8,3,9,10,8,9,11,7,7,8,9,18,9,5,10,8,15,9,10,7,12,6,8,6,4
"2005",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,1,NA,1,NA,1,2,NA,1,2,2,NA,2,2,NA,2,3,NA,2,1,3,1,7,9,7,8,10,11,6,5,9,6,8,6,7,15,10,5,17,9,6,6,7,18,6,7,7,12,10,15,9,9,9,6,11,15,13,7,7,8,6,6
"2006",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,1,2,1,2,5,NA,1,1,2,3,8,3,8,5,6,10,6,7,5,10,7,7,10,7,13,12,8,8,14,8,5,4,8,7,11,7,12,2,9,9,6,11,9,5,10,3,3
"2007",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,2,2,4,2,5,2,8,3,3,4,2,5,6,7,9,5,6,14,7,19,17,8,8,9,5,12,9,5,8,10,11,16,9,11,10,5,7,12,8,10,12,7,14,3,6,4,5
"2008",NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,NA,2,NA,NA,3,NA,NA,1,3,2,6,6,6,5,10,5,8,5,6,8,5,6,4,15,6,7,15,14,11,8,11,10,6,11,4,8,6,12,7,12,7,5,6,8,12,7,13,6,10,9,6,5
"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,2,1,NA,NA,NA,NA,2,1,NA,2,2,2,NA,NA,4,7,1,4,4,1,6,4,4,9,4,4,8,7,9,8,9,15,15,10,13,9,9,12,12,5,8,15,8,11,9,8,9,7,7,10,13,4,8,17,7,7,6,14
"2010",1,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,1,1,1,NA,NA,1,NA,1,1,2,NA,1,2,NA,1,1,7,5,6,11,4,4,14,7,4,9,7,6,5,5,13,11,15,11,20,12,8,11,10,14,14,12,6,7,13,8,8,10,10,15,11,9,14,8,5,3,2
"2011",NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,3,1,2,NA,NA,NA,4,NA,4,2,5,5,1,7,10,4,6,10,8,4,8,14,7,13,7,11,4,11,14,13,12,10,15,9,15,15,9,5,12,10,10,9,11,7,8,9,13,7,7,9,5,10,1
"2012",2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,1,2,2,3,3,3,2,3,4,2,3,4,7,6,7,12,9,6,7,3,8,14,17,11,12,16,13,22,20,12,12,12,14,16,9,7,11,5,8,6,10,7,5,9,7,8,10,8,2
"2013",1,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,1,1,1,3,1,2,2,1,3,1,1,2,1,2,5,6,4,10,5,3,9,9,12,13,10,11,10,11,8,14,9,10,13,9,11,17,10,13,11,11,16,11,5,10,11,13,7,11,8,6,11,12,3,7
"2014",2,NA,1,1,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,2,2,2,1,3,2,2,2,2,2,8,7,6,11,10,12,10,10,11,15,14,19,7,16,3,14,12,9,17,9,14,16,7,10,6,9,7,8,7,13,8,7,8,7,6,5
